,node,target,weight
13319,San Gemini,Terme - Toscana,0.1111111111111111
13320,Stroncone,Spiagge - Emilia-Romagna,0.05263157894736842
13321,Stroncone,Parchi - Veneto,0.05263157894736842
13322,Stroncone,Spiagge - Toscana,0.47368421052631576
13323,Stroncone,Centri Storici - Toscana,0.21052631578947367
13324,Stroncone,Sci e Trekking - Veneto,0.05263157894736842
13325,Stroncone,Centri Storici - Emilia-Romagna,0.15789473684210525
13326,Terni,Centri Storici - Emilia-Romagna,0.028708133971291867
13327,Terni,Spiagge - Veneto,0.004784688995215311
13328,Terni,Sci e Trekking - Veneto,0.0430622009569378
13329,Terni,Centri Storici - Veneto,0.04784688995215311
13330,Terni,Sci e Trekking - Emilia-Romagna,0.004784688995215311
13331,Terni,Enoteche - Toscana,0.04784688995215311
13332,Terni,Chiese - Toscana,0.023923444976076555
13333,Terni,Divertimento - Toscana,0.004784688995215311
13334,Terni,Musei - Toscana,0.009569377990430622
13335,Terni,Parchi - Toscana,0.004784688995215311
13336,Terni,Chiese - Veneto,0.004784688995215311
13337,Terni,Terme - Toscana,0.0861244019138756
13338,Terni,Spiagge - Toscana,0.215311004784689
13339,Terni,Sci e Trekking - Toscana,0.014354066985645933
13340,Terni,Spiagge - Emilia-Romagna,0.14832535885167464
13341,Terni,Terme - Emilia-Romagna,0.004784688995215311
13342,Terni,Parchi - Emilia-Romagna,0.019138755980861243
13343,Terni,Musei - Veneto,0.009569377990430622
13344,Terni,Enoteche - Veneto,0.004784688995215311
13345,Terni,Castelli - Emilia-Romagna,0.028708133971291867
13346,Terni,Castelli - Toscana,0.014354066985645933
13347,Terni,Nulla - Emilia-Romagna,0.019138755980861243
13348,Terni,Centri Storici - Toscana,0.19617224880382775
13349,Terni,Musei - Emilia-Romagna,0.014354066985645933
13350,Avigliano Umbro,Centri Storici - Toscana,1.0
13351,Acquapendente,Spiagge - Toscana,0.6666666666666666
13352,Acquapendente,Musei - Toscana,0.16666666666666666
13353,Acquapendente,Terme - Toscana,0.16666666666666666
13354,Arlena di Castro,Chiese - Toscana,1.0
13355,Bagnoregio,Centri Storici - Toscana,0.5
13356,Bagnoregio,Spiagge - Toscana,0.5
13357,Bolsena,Spiagge - Toscana,1.0
13358,Canino,Spiagge - Toscana,1.0
13359,Capodimonte,Centri Storici - Toscana,1.0
13360,Capranica,Spiagge - Toscana,1.0
13361,Caprarola,Centri Storici - Toscana,0.5
13362,Caprarola,Terme - Toscana,0.5
13363,Castel Sant'Elia,Spiagge - Toscana,1.0
13364,Civita Castellana,Bar - Veneto,0.041666666666666664
13365,Civita Castellana,Terme - Toscana,0.16666666666666666
13366,Civita Castellana,Spiagge - Toscana,0.4166666666666667
13367,Civita Castellana,Musei - Veneto,0.125
13368,Civita Castellana,Terme - Emilia-Romagna,0.041666666666666664
13369,Civita Castellana,Spiagge - Emilia-Romagna,0.041666666666666664
13370,Civita Castellana,Nulla - Toscana,0.125
13371,Civita Castellana,Enoteche - Toscana,0.041666666666666664
13372,Civitella d'Agliano,Terme - Toscana,1.0
13373,Fabrica di Roma,Terme - Toscana,0.5
13374,Fabrica di Roma,Musei - Toscana,0.5
13375,Faleria,Castelli - Toscana,0.3333333333333333
13376,Faleria,Terme - Toscana,0.6666666666666666
13377,Graffignano,Terme - Toscana,0.3333333333333333
13378,Graffignano,Spiagge - Toscana,0.6666666666666666
13379,Grotte di Castro,Centri Storici - Toscana,1.0
13380,Ischia di Castro,Musei - Toscana,1.0
13381,Latera,Centri Storici - Toscana,1.0
13382,Marta,Musei - Toscana,0.16666666666666666
13383,Marta,Centri Storici - Toscana,0.8333333333333334
13384,Montalto di Castro,Terme - Veneto,0.1
13385,Montalto di Castro,Spiagge - Toscana,0.1
13386,Montalto di Castro,Nulla - Toscana,0.1
13387,Montalto di Castro,Terme - Toscana,0.1
13388,Montalto di Castro,Centri Storici - Toscana,0.6
13389,Montefiascone,Nulla - Toscana,0.09090909090909091
13390,Montefiascone,Centri Storici - Toscana,0.045454545454545456
13391,Montefiascone,Enoteche - Veneto,0.045454545454545456
13392,Montefiascone,Centri Storici - Veneto,0.22727272727272727
13393,Montefiascone,Terme - Toscana,0.045454545454545456
13394,Montefiascone,Divertimento - Emilia-Romagna,0.045454545454545456
13395,Montefiascone,Enoteche - Toscana,0.13636363636363635
13396,Montefiascone,Divertimento - Veneto,0.09090909090909091
13397,Montefiascone,Centri Storici - Emilia-Romagna,0.045454545454545456
13398,Montefiascone,Spiagge - Toscana,0.13636363636363635
13399,Montefiascone,Spiagge - Emilia-Romagna,0.09090909090909091
13400,Monterosi,Spiagge - Toscana,1.0
13401,Nepi,Centri Storici - Toscana,0.42857142857142855
13402,Nepi,Terme - Toscana,0.2857142857142857
13403,Nepi,Nulla - Toscana,0.07142857142857142
13404,Nepi,Spiagge - Toscana,0.21428571428571427
13405,Oriolo Romano,Centri Storici - Emilia-Romagna,0.6666666666666666
13406,Oriolo Romano,Spiagge - Toscana,0.3333333333333333
13407,Orte,Terme - Toscana,0.25
13408,Orte,Spiagge - Toscana,0.375
13409,Orte,Parchi - Veneto,0.25
13410,Orte,Nulla - Emilia-Romagna,0.125
13411,Ronciglione,Musei - Toscana,0.2
13412,Ronciglione,Spiagge - Toscana,0.4
13413,Ronciglione,Centri Storici - Toscana,0.4
13414,Soriano nel Cimino,Nulla - Toscana,0.2
13415,Soriano nel Cimino,Centri Storici - Toscana,0.4
13416,Soriano nel Cimino,Spiagge - Toscana,0.2
13417,Soriano nel Cimino,Spiagge - Emilia-Romagna,0.2
13418,Sutri,Spiagge - Toscana,0.6
13419,Sutri,Centri Storici - Toscana,0.2
13420,Sutri,Centri Storici - Emilia-Romagna,0.2
13421,Tarquinia,Terme - Toscana,0.3157894736842105
13422,Tarquinia,Spiagge - Toscana,0.15789473684210525
13423,Tarquinia,Nulla - Toscana,0.05263157894736842
13424,Tarquinia,Centri Storici - Toscana,0.10526315789473684
13425,Tarquinia,Centri Storici - Veneto,0.15789473684210525
13426,Tarquinia,Centri Storici - Emilia-Romagna,0.05263157894736842
13427,Tarquinia,Sci e Trekking - Veneto,0.05263157894736842
13428,Tarquinia,Enoteche - Toscana,0.05263157894736842
13429,Tarquinia,Spiagge - Emilia-Romagna,0.05263157894736842
13430,Tuscania,Spiagge - Toscana,0.5714285714285714
13431,Tuscania,Spiagge - Emilia-Romagna,0.14285714285714285
13432,Tuscania,Chiese - Toscana,0.14285714285714285
13433,Tuscania,Nulla - Toscana,0.14285714285714285
13434,Valentano,Spiagge - Toscana,1.0
13435,Vasanello,Centri Storici - Toscana,1.0
13436,Vetralla,Centri Storici - Toscana,0.09090909090909091
13437,Vetralla,Enoteche - Toscana,0.09090909090909091
13438,Vetralla,Centri Storici - Veneto,0.2727272727272727
13439,Vetralla,Spiagge - Toscana,0.5454545454545454
13440,Viterbo,Parchi - Toscana,0.012145748987854251
13441,Viterbo,Musei - Toscana,0.016194331983805668
13442,Viterbo,Divertimento - Emilia-Romagna,0.004048582995951417
13443,Viterbo,Spiagge - Emilia-Romagna,0.032388663967611336
13444,Viterbo,Divertimento - Veneto,0.004048582995951417
13445,Viterbo,Spiagge - Veneto,0.008097165991902834
13446,Viterbo,Centri Storici - Toscana,0.25101214574898784
13447,Viterbo,Bar - Toscana,0.008097165991902834
13448,Viterbo,Castelli - Emilia-Romagna,0.03643724696356275
13449,Viterbo,Centri Storici - Veneto,0.0931174089068826
13450,Viterbo,Terme - Toscana,0.032388663967611336
13451,Viterbo,Parchi - Emilia-Romagna,0.020242914979757085
13452,Viterbo,Sci e Trekking - Emilia-Romagna,0.008097165991902834
13453,Viterbo,Parchi - Veneto,0.016194331983805668
13454,Viterbo,Sci e Trekking - Veneto,0.004048582995951417
13455,Viterbo,Nulla - Emilia-Romagna,0.004048582995951417
13456,Viterbo,Centri Storici - Emilia-Romagna,0.15789473684210525
13457,Viterbo,Enoteche - Toscana,0.016194331983805668
13458,Viterbo,Chiese - Toscana,0.008097165991902834
13459,Viterbo,Negozi - Veneto,0.004048582995951417
13460,Viterbo,Castelli - Toscana,0.02834008097165992
13461,Viterbo,Nulla - Toscana,0.032388663967611336
13462,Viterbo,Spiagge - Toscana,0.19433198380566802
13463,Viterbo,Enoteche - Emilia-Romagna,0.008097165991902834
13464,Vitorchiano,Sci e Trekking - Veneto,1.0
13465,Antrodoco,Spiagge - Emilia-Romagna,1.0
13466,Casperia,Centri Storici - Emilia-Romagna,0.3333333333333333
13467,Casperia,Spiagge - Emilia-Romagna,0.3333333333333333
13468,Casperia,Spiagge - Toscana,0.3333333333333333
13469,Castelnuovo di Farfa,Parchi - Toscana,0.5
13470,Castelnuovo di Farfa,Terme - Toscana,0.5
13471,Fara in Sabina,Centri Storici - Toscana,0.36363636363636365
13472,Fara in Sabina,Chiese - Toscana,0.18181818181818182
13473,Fara in Sabina,Enoteche - Toscana,0.09090909090909091
13474,Fara in Sabina,Divertimento - Veneto,0.09090909090909091
13475,Fara in Sabina,Spiagge - Toscana,0.2727272727272727
13476,Forano,Musei - Toscana,1.0
13477,Greccio,Centri Storici - Toscana,0.5
13478,Greccio,Spiagge - Toscana,0.5
13479,Montopoli di Sabina,Terme - Toscana,0.6666666666666666
13480,Montopoli di Sabina,Enoteche - Emilia-Romagna,0.3333333333333333
13481,Poggio Catino,Spiagge - Toscana,1.0
13482,Poggio Mirteto,Spiagge - Emilia-Romagna,0.14285714285714285
13483,Poggio Mirteto,Spiagge - Toscana,0.2857142857142857
13484,Poggio Mirteto,Terme - Toscana,0.14285714285714285
13485,Poggio Mirteto,Centri Storici - Toscana,0.42857142857142855
13486,Rieti,Terme - Emilia-Romagna,0.009708737864077669
13487,Rieti,Terme - Toscana,0.0970873786407767
13488,Rieti,Chiese - Toscana,0.009708737864077669
13489,Rieti,Nulla - Emilia-Romagna,0.009708737864077669
13490,Rieti,Musei - Emilia-Romagna,0.009708737864077669
13491,Rieti,Castelli - Emilia-Romagna,0.009708737864077669
13492,Rieti,Divertimento - Veneto,0.009708737864077669
13493,Rieti,Centri Storici - Emilia-Romagna,0.14563106796116504
13494,Rieti,Spiagge - Toscana,0.23300970873786409
13495,Rieti,Centri Storici - Veneto,0.13592233009708737
13496,Rieti,Enoteche - Toscana,0.009708737864077669
13497,Rieti,Musei - Toscana,0.019417475728155338
13498,Rieti,Sci e Trekking - Veneto,0.02912621359223301
13499,Rieti,Sci e Trekking - Emilia-Romagna,0.009708737864077669
13500,Rieti,Divertimento - Emilia-Romagna,0.009708737864077669
13501,Rieti,Parchi - Toscana,0.009708737864077669
13502,Rieti,Nulla - Toscana,0.019417475728155338
13503,Rieti,Spiagge - Emilia-Romagna,0.038834951456310676
13504,Rieti,Spiagge - Veneto,0.009708737864077669
13505,Rieti,Centri Storici - Toscana,0.17475728155339806
13506,Roccantica,Spiagge - Toscana,1.0
13507,Torricella in Sabina,Centri Storici - Toscana,1.0
13508,Albano Laziale,Nulla - Veneto,0.03488372093023256
13509,Albano Laziale,Enoteche - Toscana,0.13953488372093023
13510,Albano Laziale,Nulla - Toscana,0.023255813953488372
13511,Albano Laziale,Musei - Toscana,0.011627906976744186
13512,Albano Laziale,Terme - Veneto,0.011627906976744186
13513,Albano Laziale,Enoteche - Veneto,0.023255813953488372
13514,Albano Laziale,Parchi - Toscana,0.023255813953488372
13515,Albano Laziale,Spiagge - Veneto,0.03488372093023256
13516,Albano Laziale,Sci e Trekking - Veneto,0.011627906976744186
13517,Albano Laziale,Spiagge - Emilia-Romagna,0.011627906976744186
13518,Albano Laziale,Spiagge - Toscana,0.10465116279069768
13519,Albano Laziale,Terme - Toscana,0.011627906976744186
13520,Albano Laziale,Parchi - Emilia-Romagna,0.011627906976744186
13521,Albano Laziale,Centri Storici - Veneto,0.22093023255813954
13522,Albano Laziale,Musei - Veneto,0.046511627906976744
13523,Albano Laziale,Divertimento - Veneto,0.023255813953488372
13524,Albano Laziale,Centri Storici - Toscana,0.20930232558139536
13525,Albano Laziale,Negozi - Veneto,0.011627906976744186
13526,Albano Laziale,Castelli - Toscana,0.023255813953488372
13527,Albano Laziale,Parchi - Veneto,0.011627906976744186
13528,Allumiere,Spiagge - Toscana,1.0
13529,Anguillara Sabazia,Enoteche - Toscana,0.1
13530,Anguillara Sabazia,Centri Storici - Toscana,0.1
13531,Anguillara Sabazia,Terme - Toscana,0.2
13532,Anguillara Sabazia,Centri Storici - Veneto,0.05
13533,Anguillara Sabazia,Spiagge - Toscana,0.15
13534,Anguillara Sabazia,Spiagge - Emilia-Romagna,0.05
13535,Anguillara Sabazia,Parchi - Veneto,0.1
13536,Anguillara Sabazia,Sci e Trekking - Toscana,0.15
13537,Anguillara Sabazia,Sci e Trekking - Veneto,0.1
13538,Anzio,Centri Storici - Emilia-Romagna,0.16363636363636364
13539,Anzio,Parchi - Toscana,0.01818181818181818
13540,Anzio,Enoteche - Emilia-Romagna,0.03636363636363636
13541,Anzio,Centri Storici - Toscana,0.2727272727272727
13542,Anzio,Spiagge - Toscana,0.12727272727272726
13543,Anzio,Divertimento - Emilia-Romagna,0.01818181818181818
13544,Anzio,Terme - Toscana,0.14545454545454545
13545,Anzio,Castelli - Emilia-Romagna,0.03636363636363636
13546,Anzio,Spiagge - Emilia-Romagna,0.05454545454545454
13547,Anzio,Musei - Toscana,0.03636363636363636
13548,Anzio,Nulla - Toscana,0.01818181818181818
13549,Anzio,Enoteche - Toscana,0.03636363636363636
13550,Anzio,Sci e Trekking - Veneto,0.03636363636363636
13551,Ariccia,Chiese - Toscana,0.125
13552,Ariccia,Parchi - Emilia-Romagna,0.125
13553,Ariccia,Terme - Toscana,0.125
13554,Ariccia,Spiagge - Toscana,0.125
13555,Ariccia,Musei - Toscana,0.375
13556,Ariccia,Nulla - Veneto,0.125
13557,Artena,Enoteche - Toscana,0.125
13558,Artena,Spiagge - Toscana,0.5
13559,Artena,Spiagge - Emilia-Romagna,0.375
13560,Bracciano,Terme - Toscana,0.04878048780487805
13561,Bracciano,Spiagge - Toscana,0.2682926829268293
13562,Bracciano,Spiagge - Emilia-Romagna,0.04878048780487805
13563,Bracciano,Musei - Toscana,0.024390243902439025
13564,Bracciano,Centri Storici - Toscana,0.3902439024390244
13565,Bracciano,Enoteche - Toscana,0.12195121951219512
13566,Bracciano,Chiese - Toscana,0.04878048780487805
13567,Bracciano,Sci e Trekking - Veneto,0.04878048780487805
13568,Campagnano di Roma,Centri Storici - Toscana,0.4
13569,Campagnano di Roma,Divertimento - Toscana,0.6
13570,Canale Monterano,Nulla - Toscana,0.5
13571,Canale Monterano,Terme - Toscana,0.5
13572,Capena,Musei - Toscana,1.0
13573,Carpineto Romano,Spiagge - Toscana,1.0
13574,Castel Gandolfo,Chiese - Toscana,0.09090909090909091
13575,Castel Gandolfo,Centri Storici - Veneto,0.09090909090909091
13576,Castel Gandolfo,Terme - Toscana,0.2727272727272727
13577,Castel Gandolfo,Nulla - Toscana,0.18181818181818182
13578,Castel Gandolfo,Spiagge - Toscana,0.36363636363636365
13579,Castel Madama,Terme - Toscana,1.0
13580,Castelnuovo di Porto,Chiese - Toscana,0.15384615384615385
13581,Castelnuovo di Porto,Centri Storici - Toscana,0.23076923076923078
13582,Castelnuovo di Porto,Enoteche - Toscana,0.3076923076923077
13583,Castelnuovo di Porto,Terme - Toscana,0.15384615384615385
13584,Castelnuovo di Porto,Nulla - Toscana,0.07692307692307693
13585,Castelnuovo di Porto,Spiagge - Toscana,0.07692307692307693
13586,Cave,Centri Storici - Toscana,0.6
13587,Cave,Musei - Toscana,0.4
13588,Cerveteri,Musei - Toscana,0.034482758620689655
13589,Cerveteri,Terme - Toscana,0.13793103448275862
13590,Cerveteri,Castelli - Emilia-Romagna,0.034482758620689655
13591,Cerveteri,Spiagge - Toscana,0.1724137931034483
13592,Cerveteri,Centri Storici - Toscana,0.3448275862068966
13593,Cerveteri,Terme - Emilia-Romagna,0.10344827586206896
13594,Cerveteri,Centri Storici - Veneto,0.034482758620689655
13595,Cerveteri,Nulla - Emilia-Romagna,0.034482758620689655
13596,Cerveteri,Centri Storici - Emilia-Romagna,0.06896551724137931
13597,Cerveteri,Chiese - Toscana,0.034482758620689655
13598,Civitavecchia,Centri Storici - Veneto,0.03759398496240601
13599,Civitavecchia,Musei - Toscana,0.03007518796992481
13600,Civitavecchia,Sci e Trekking - Emilia-Romagna,0.015037593984962405
13601,Civitavecchia,Sci e Trekking - Veneto,0.007518796992481203
13602,Civitavecchia,nan - Emilia-Romagna,0.007518796992481203
13603,Civitavecchia,Nulla - Emilia-Romagna,0.007518796992481203
13604,Civitavecchia,Parchi - Veneto,0.022556390977443608
13605,Civitavecchia,Spiagge - Toscana,0.23308270676691728
13606,Civitavecchia,Chiese - Toscana,0.06015037593984962
13607,Civitavecchia,Parchi - Toscana,0.007518796992481203
13608,Civitavecchia,Spiagge - Emilia-Romagna,0.03759398496240601
13609,Civitavecchia,Terme - Toscana,0.11278195488721804
13610,Civitavecchia,Nulla - Veneto,0.007518796992481203
13611,Civitavecchia,Enoteche - Toscana,0.06015037593984962
13612,Civitavecchia,Divertimento - Veneto,0.015037593984962405
13613,Civitavecchia,Nulla - Toscana,0.10526315789473684
13614,Civitavecchia,Centri Storici - Toscana,0.23308270676691728
13615,Colleferro,Musei - Emilia-Romagna,0.058823529411764705
13616,Colleferro,Enoteche - Toscana,0.17647058823529413
13617,Colleferro,Terme - Veneto,0.058823529411764705
13618,Colleferro,Centri Storici - Toscana,0.11764705882352941
13619,Colleferro,Musei - Toscana,0.058823529411764705
13620,Colleferro,Parchi - Veneto,0.058823529411764705
13621,Colleferro,Nulla - Toscana,0.058823529411764705
13622,Colleferro,Terme - Toscana,0.17647058823529413
13623,Colleferro,Castelli - Toscana,0.058823529411764705
13624,Colleferro,Spiagge - Toscana,0.17647058823529413
13625,Colonna,Spiagge - Toscana,0.25
13626,Colonna,Terme - Toscana,0.375
13627,Colonna,Spiagge - Emilia-Romagna,0.25
13628,Colonna,Centri Storici - Veneto,0.125
13629,Fiano Romano,Centri Storici - Toscana,0.16666666666666666
13630,Fiano Romano,Spiagge - Emilia-Romagna,0.08333333333333333
13631,Fiano Romano,Spiagge - Toscana,0.4166666666666667
13632,Fiano Romano,Musei - Toscana,0.08333333333333333
13633,Fiano Romano,Enoteche - Toscana,0.08333333333333333
13634,Fiano Romano,Terme - Toscana,0.16666666666666666
13635,Formello,Centri Storici - Toscana,0.42857142857142855
13636,Formello,Spiagge - Toscana,0.14285714285714285
13637,Formello,Terme - Toscana,0.42857142857142855
13638,Frascati,Divertimento - Veneto,0.021739130434782608
13639,Frascati,Centri Storici - Toscana,0.41304347826086957
13640,Frascati,Nulla - Toscana,0.021739130434782608
13641,Frascati,Spiagge - Emilia-Romagna,0.06521739130434782
13642,Frascati,Terme - Toscana,0.21739130434782608
13643,Frascati,Spiagge - Veneto,0.043478260869565216
13644,Frascati,Musei - Veneto,0.021739130434782608
13645,Frascati,Centri Storici - Veneto,0.06521739130434782
13646,Frascati,Spiagge - Toscana,0.13043478260869565
13647,Gallicano nel Lazio,Enoteche - Emilia-Romagna,0.16666666666666666
13648,Gallicano nel Lazio,Parchi - Emilia-Romagna,0.5
13649,Gallicano nel Lazio,Terme - Emilia-Romagna,0.3333333333333333
13650,Genazzano,Enoteche - Toscana,0.42857142857142855
13651,Genazzano,Centri Storici - Toscana,0.42857142857142855
13652,Genazzano,Terme - Toscana,0.14285714285714285
13653,Genzano di Roma,Spiagge - Toscana,0.13043478260869565
13654,Genzano di Roma,Spiagge - Emilia-Romagna,0.17391304347826086
13655,Genzano di Roma,Musei - Emilia-Romagna,0.043478260869565216
13656,Genzano di Roma,Nulla - Toscana,0.043478260869565216
13657,Genzano di Roma,Centri Storici - Toscana,0.391304347826087
13658,Genzano di Roma,Enoteche - Toscana,0.043478260869565216
13659,Genzano di Roma,Terme - Toscana,0.17391304347826086
13660,Gorga,Centri Storici - Veneto,1.0
13661,Grottaferrata,Terme - Toscana,0.13636363636363635
13662,Grottaferrata,Spiagge - Emilia-Romagna,0.045454545454545456
13663,Grottaferrata,Enoteche - Veneto,0.045454545454545456
13664,Grottaferrata,Enoteche - Toscana,0.13636363636363635
13665,Grottaferrata,Spiagge - Veneto,0.045454545454545456
13666,Grottaferrata,Centri Storici - Toscana,0.2727272727272727
13667,Grottaferrata,Spiagge - Toscana,0.2727272727272727
13668,Grottaferrata,Centri Storici - Veneto,0.045454545454545456
13669,Guidonia Montecelio,Spiagge - Emilia-Romagna,0.21428571428571427
13670,Guidonia Montecelio,Centri Storici - Toscana,0.2857142857142857
13671,Guidonia Montecelio,Terme - Toscana,0.07142857142857142
13672,Guidonia Montecelio,Spiagge - Veneto,0.03571428571428571
13673,Guidonia Montecelio,Nulla - Toscana,0.10714285714285714
13674,Guidonia Montecelio,Centri Storici - Veneto,0.03571428571428571
13675,Guidonia Montecelio,Spiagge - Toscana,0.21428571428571427
13676,Guidonia Montecelio,Enoteche - Toscana,0.03571428571428571
13677,Labico,Nulla - Toscana,0.125
13678,Labico,Spiagge - Emilia-Romagna,0.5
13679,Labico,Centri Storici - Toscana,0.375
13680,Lanuvio,Centri Storici - Emilia-Romagna,0.25
13681,Lanuvio,Centri Storici - Toscana,0.5
13682,Lanuvio,Divertimento - Veneto,0.25
13683,Manziana,Centri Storici - Toscana,0.3333333333333333
13684,Manziana,Centri Storici - Veneto,0.3333333333333333
13685,Manziana,Spiagge - Toscana,0.3333333333333333
13686,Marino,Nulla - Toscana,0.05263157894736842
13687,Marino,Centri Storici - Veneto,0.05263157894736842
13688,Marino,Terme - Toscana,0.3157894736842105
13689,Marino,Centri Storici - Toscana,0.2631578947368421
13690,Marino,Spiagge - Emilia-Romagna,0.05263157894736842
13691,Marino,Sci e Trekking - Veneto,0.10526315789473684
13692,Marino,Spiagge - Toscana,0.15789473684210525
13693,Mentana,Centri Storici - Toscana,0.4
13694,Mentana,Centri Storici - Veneto,0.1
13695,Mentana,Divertimento - Veneto,0.2
13696,Mentana,Terme - Toscana,0.3
13697,Monte Compatri,Nulla - Toscana,0.25
13698,Monte Compatri,Centri Storici - Emilia-Romagna,0.25
13699,Monte Compatri,Centri Storici - Toscana,0.25
13700,Monte Compatri,Parchi - Toscana,0.25
13701,Montelanico,Centri Storici - Toscana,0.6666666666666666
13702,Montelanico,Chiese - Toscana,0.3333333333333333
13703,Monte Porzio Catone,Sci e Trekking - Veneto,0.05263157894736842
13704,Monte Porzio Catone,Centri Storici - Emilia-Romagna,0.05263157894736842
13705,Monte Porzio Catone,Terme - Toscana,0.10526315789473684
13706,Monte Porzio Catone,Chiese - Toscana,0.05263157894736842
13707,Monte Porzio Catone,Parchi - Veneto,0.05263157894736842
13708,Monte Porzio Catone,Centri Storici - Toscana,0.05263157894736842
13709,Monte Porzio Catone,Musei - Veneto,0.15789473684210525
13710,Monte Porzio Catone,Parchi - Toscana,0.05263157894736842
13711,Monte Porzio Catone,Centri Storici - Veneto,0.42105263157894735
13712,Monterotondo,Spiagge - Toscana,0.25
13713,Monterotondo,Castelli - Emilia-Romagna,0.041666666666666664
13714,Monterotondo,Terme - Toscana,0.125
13715,Monterotondo,Centri Storici - Toscana,0.25
13716,Monterotondo,Spiagge - Emilia-Romagna,0.125
13717,Monterotondo,Nulla - Emilia-Romagna,0.08333333333333333
13718,Monterotondo,Musei - Toscana,0.08333333333333333
13719,Monterotondo,Centri Storici - Veneto,0.041666666666666664
13720,Morlupo,Terme - Toscana,0.25
13721,Morlupo,Spiagge - Toscana,0.75
13722,Nazzano,Spiagge - Toscana,1.0
13723,Nemi,Enoteche - Toscana,1.0
13724,Nettuno,Enoteche - Toscana,0.03508771929824561
13725,Nettuno,Centri Storici - Emilia-Romagna,0.05263157894736842
13726,Nettuno,Centri Storici - Veneto,0.03508771929824561
13727,Nettuno,Divertimento - Veneto,0.03508771929824561
13728,Nettuno,Terme - Toscana,0.22807017543859648
13729,Nettuno,Nulla - Toscana,0.10526315789473684
13730,Nettuno,Parchi - Toscana,0.03508771929824561
13731,Nettuno,Centri Storici - Toscana,0.22807017543859648
13732,Nettuno,Spiagge - Toscana,0.24561403508771928
13733,Olevano Romano,Spiagge - Toscana,0.7142857142857143
13734,Olevano Romano,Terme - Toscana,0.14285714285714285
13735,Olevano Romano,Centri Storici - Toscana,0.14285714285714285
13736,Palestrina,Centri Storici - Toscana,0.043478260869565216
13737,Palestrina,Spiagge - Emilia-Romagna,0.043478260869565216
13738,Palestrina,Castelli - Emilia-Romagna,0.17391304347826086
13739,Palestrina,Parchi - Veneto,0.043478260869565216
13740,Palestrina,Spiagge - Toscana,0.4782608695652174
13741,Palestrina,Centri Storici - Emilia-Romagna,0.043478260869565216
13742,Palestrina,Terme - Toscana,0.17391304347826086
13743,Palombara Sabina,Terme - Toscana,0.3333333333333333
13744,Palombara Sabina,Centri Storici - Toscana,0.3333333333333333
13745,Palombara Sabina,Sci e Trekking - Toscana,0.16666666666666666
13746,Palombara Sabina,Spiagge - Toscana,0.16666666666666666
13747,Pomezia,Spiagge - Toscana,0.1323529411764706
13748,Pomezia,Parchi - Emilia-Romagna,0.014705882352941176
13749,Pomezia,Terme - Veneto,0.04411764705882353
13750,Pomezia,Nulla - Toscana,0.07352941176470588
13751,Pomezia,Spiagge - Emilia-Romagna,0.04411764705882353
13752,Pomezia,Enoteche - Toscana,0.04411764705882353
13753,Pomezia,Castelli - Emilia-Romagna,0.014705882352941176
13754,Pomezia,Sci e Trekking - Emilia-Romagna,0.014705882352941176
13755,Pomezia,Parchi - Veneto,0.014705882352941176
13756,Pomezia,Sci e Trekking - Veneto,0.014705882352941176
13757,Pomezia,Musei - Toscana,0.014705882352941176
13758,Pomezia,Centri Storici - Toscana,0.27941176470588236
13759,Pomezia,Centri Storici - Veneto,0.16176470588235295
13760,Pomezia,Terme - Toscana,0.1323529411764706
13761,Riano,Terme - Toscana,1.0
13762,Rignano Flaminio,Spiagge - Toscana,0.3333333333333333
13763,Rignano Flaminio,Musei - Toscana,0.3333333333333333
13764,Rignano Flaminio,Centri Storici - Toscana,0.3333333333333333
13765,Riofreddo,Divertimento - Veneto,0.3333333333333333
13766,Riofreddo,Nulla - Toscana,0.16666666666666666
13767,Riofreddo,Parchi - Veneto,0.3333333333333333
13768,Riofreddo,Centri Storici - Toscana,0.16666666666666666
13769,Rocca di Papa,Parchi - Toscana,0.25
13770,Rocca di Papa,Enoteche - Toscana,0.125
13771,Rocca di Papa,Musei - Toscana,0.125
13772,Rocca di Papa,Centri Storici - Toscana,0.125
13773,Rocca di Papa,Spiagge - Toscana,0.125
13774,Rocca di Papa,Spiagge - Emilia-Romagna,0.125
13775,Rocca di Papa,Terme - Toscana,0.125
13776,Rocca Priora,Terme - Toscana,0.3333333333333333
13777,Rocca Priora,Nulla - Emilia-Romagna,0.3333333333333333
13778,Rocca Priora,Centri Storici - Veneto,0.3333333333333333
13779,Roma,Divertimento - Veneto,0.0060185185185185185
13780,Roma,Musei - Emilia-Romagna,0.0035493827160493828
13781,Roma,Chiese - Veneto,0.0012345679012345679
13782,Roma,Sci e Trekking - Emilia-Romagna,0.006635802469135803
13783,Roma,Bar - Veneto,0.0010802469135802468
13784,Roma,Nulla - Veneto,0.002006172839506173
13785,Roma,Enoteche - Emilia-Romagna,0.0038580246913580245
13786,Roma,Parchi - Emilia-Romagna,0.004629629629629629
13787,Roma,Negozi - Toscana,0.0006172839506172839
13788,Roma,Nulla - Emilia-Romagna,0.004783950617283951
13789,Roma,Castelli - Toscana,0.005246913580246914
13790,Roma,Divertimento - Emilia-Romagna,0.0007716049382716049
13791,Roma,Nulla - Toscana,0.039197530864197534
13792,Roma,Centri Storici - Emilia-Romagna,0.0345679012345679
13793,Roma,Spiagge - Toscana,0.2390432098765432
