,node,target,weight
0,Albiano d'Ivrea,Divertimento - Veneto,1.0
1,Almese,Centri Storici - Emilia-Romagna,0.3333333333333333
2,Almese,Spiagge - Veneto,0.3333333333333333
3,Almese,Spiagge - Toscana,0.3333333333333333
4,Alpignano,Centri Storici - Emilia-Romagna,0.38461538461538464
5,Alpignano,Parchi - Veneto,0.07692307692307693
6,Alpignano,Spiagge - Toscana,0.15384615384615385
7,Alpignano,Nulla - Toscana,0.07692307692307693
8,Alpignano,Centri Storici - Toscana,0.23076923076923078
9,Alpignano,Centri Storici - Veneto,0.07692307692307693
10,Arignano,Terme - Toscana,1.0
11,Avigliana,Spiagge - Toscana,0.4
12,Avigliana,Terme - Toscana,0.4
13,Avigliana,Centri Storici - Emilia-Romagna,0.1
14,Avigliana,Spiagge - Emilia-Romagna,0.1
15,Baldissero Torinese,Spiagge - Toscana,1.0
16,Beinasco,Spiagge - Veneto,0.14285714285714285
17,Beinasco,Centri Storici - Veneto,0.2857142857142857
18,Beinasco,Spiagge - Toscana,0.14285714285714285
19,Beinasco,Spiagge - Emilia-Romagna,0.2857142857142857
20,Beinasco,Terme - Emilia-Romagna,0.14285714285714285
21,Bibiana,Enoteche - Emilia-Romagna,0.6666666666666666
22,Bibiana,Spiagge - Emilia-Romagna,0.3333333333333333
23,Bollengo,Spiagge - Toscana,1.0
24,Borgone Susa,Parchi - Veneto,0.5
25,Borgone Susa,Spiagge - Emilia-Romagna,0.5
26,Brandizzo,Spiagge - Toscana,1.0
27,Bruino,Centri Storici - Veneto,0.5
28,Bruino,Spiagge - Toscana,0.5
29,Brusasco,Centri Storici - Emilia-Romagna,1.0
30,Buriasco,Castelli - Emilia-Romagna,0.25
31,Buriasco,Spiagge - Emilia-Romagna,0.5
32,Buriasco,Enoteche - Toscana,0.25
33,Buttigliera Alta,Spiagge - Veneto,0.4
34,Buttigliera Alta,Spiagge - Toscana,0.6
35,Caluso,Spiagge - Emilia-Romagna,1.0
36,Cambiano,Spiagge - Emilia-Romagna,1.0
37,Caprie,Terme - Veneto,0.5
38,Caprie,Divertimento - Emilia-Romagna,0.5
39,Carignano,Musei - Emilia-Romagna,0.2857142857142857
40,Carignano,Castelli - Emilia-Romagna,0.14285714285714285
41,Carignano,Centri Storici - Emilia-Romagna,0.2857142857142857
42,Carignano,Spiagge - Emilia-Romagna,0.2857142857142857
43,Carmagnola,Spiagge - Veneto,0.1
44,Carmagnola,Enoteche - Toscana,0.1
45,Carmagnola,Centri Storici - Veneto,0.1
46,Carmagnola,Spiagge - Toscana,0.2
47,Carmagnola,Parchi - Toscana,0.2
48,Carmagnola,Spiagge - Emilia-Romagna,0.1
49,Carmagnola,Divertimento - Emilia-Romagna,0.1
50,Carmagnola,Terme - Veneto,0.1
51,Casalborgone,Spiagge - Emilia-Romagna,1.0
52,Caselette,Divertimento - Veneto,1.0
53,Caselle Torinese,Centri Storici - Toscana,0.2
54,Caselle Torinese,Centri Storici - Emilia-Romagna,0.2
55,Caselle Torinese,Spiagge - Emilia-Romagna,0.2
56,Caselle Torinese,Spiagge - Veneto,0.2
57,Caselle Torinese,Nulla - Toscana,0.2
58,Castagneto Po,Terme - Emilia-Romagna,1.0
59,Castagnole Piemonte,Sci e Trekking - Veneto,0.75
60,Castagnole Piemonte,Parchi - Veneto,0.25
61,Castellamonte,Spiagge - Emilia-Romagna,0.3333333333333333
62,Castellamonte,Spiagge - Toscana,0.6666666666666666
63,Castiglione Torinese,Spiagge - Toscana,0.6666666666666666
64,Castiglione Torinese,Spiagge - Emilia-Romagna,0.3333333333333333
65,Cavour,Parchi - Veneto,0.4
66,Cavour,Spiagge - Toscana,0.6
67,Cercenasco,Centri Storici - Veneto,1.0
68,Chianocco,Centri Storici - Toscana,0.5
69,Chianocco,Centri Storici - Emilia-Romagna,0.5
70,Chiaverano,Terme - Toscana,1.0
71,Chieri,Spiagge - Emilia-Romagna,0.10344827586206896
72,Chieri,Centri Storici - Veneto,0.13793103448275862
73,Chieri,Musei - Emilia-Romagna,0.034482758620689655
74,Chieri,Centri Storici - Toscana,0.27586206896551724
75,Chieri,Terme - Emilia-Romagna,0.13793103448275862
76,Chieri,Centri Storici - Emilia-Romagna,0.06896551724137931
77,Chieri,Spiagge - Veneto,0.10344827586206896
78,Chieri,Enoteche - Toscana,0.034482758620689655
79,Chieri,Terme - Toscana,0.06896551724137931
80,Chieri,Divertimento - Veneto,0.034482758620689655
81,Chiusa di San Michele,Centri Storici - Emilia-Romagna,1.0
82,Chivasso,Spiagge - Veneto,0.21621621621621623
83,Chivasso,Centri Storici - Emilia-Romagna,0.16216216216216217
84,Chivasso,Divertimento - Veneto,0.02702702702702703
85,Chivasso,Parchi - Veneto,0.02702702702702703
86,Chivasso,Spiagge - Toscana,0.08108108108108109
87,Chivasso,Nulla - Toscana,0.02702702702702703
88,Chivasso,Enoteche - Toscana,0.02702702702702703
89,Chivasso,Negozi - Emilia-Romagna,0.02702702702702703
90,Chivasso,Terme - Veneto,0.10810810810810811
91,Chivasso,Centri Storici - Toscana,0.10810810810810811
92,Chivasso,Centri Storici - Veneto,0.1891891891891892
93,Ciriè,Spiagge - Emilia-Romagna,0.125
94,Ciriè,Castelli - Toscana,0.125
95,Ciriè,Spiagge - Toscana,0.375
96,Ciriè,Parchi - Veneto,0.125
97,Ciriè,Enoteche - Toscana,0.25
98,Coassolo Torinese,Enoteche - Toscana,0.25
99,Coassolo Torinese,Parchi - Toscana,0.125
100,Coassolo Torinese,Centri Storici - Toscana,0.125
101,Coassolo Torinese,Spiagge - Veneto,0.375
102,Coassolo Torinese,Spiagge - Toscana,0.125
103,Coazze,Spiagge - Emilia-Romagna,1.0
104,Collegno,Musei - Emilia-Romagna,0.043478260869565216
105,Collegno,Musei - Veneto,0.043478260869565216
106,Collegno,Spiagge - Emilia-Romagna,0.17391304347826086
107,Collegno,Enoteche - Toscana,0.08695652173913043
108,Collegno,Centri Storici - Veneto,0.043478260869565216
109,Collegno,Centri Storici - Toscana,0.043478260869565216
110,Collegno,Spiagge - Toscana,0.391304347826087
111,Collegno,Terme - Toscana,0.13043478260869565
112,Collegno,Enoteche - Veneto,0.043478260869565216
113,Condove,Spiagge - Toscana,0.3333333333333333
114,Condove,Divertimento - Emilia-Romagna,0.3333333333333333
115,Condove,Spiagge - Emilia-Romagna,0.3333333333333333
116,Corio,Spiagge - Toscana,1.0
117,Cumiana,Castelli - Toscana,0.1
118,Cumiana,Spiagge - Toscana,0.4
119,Cumiana,Terme - Veneto,0.1
120,Cumiana,Parchi - Veneto,0.1
121,Cumiana,Enoteche - Toscana,0.1
122,Cumiana,Spiagge - Emilia-Romagna,0.2
123,Druento,Spiagge - Toscana,0.5
124,Druento,Centri Storici - Veneto,0.5
125,Favria,Musei - Toscana,0.6666666666666666
126,Favria,Parchi - Emilia-Romagna,0.3333333333333333
127,Fiano,Spiagge - Toscana,1.0
128,Foglizzo,Spiagge - Veneto,0.5
129,Foglizzo,Spiagge - Toscana,0.5
130,Gassino Torinese,Terme - Toscana,0.2
131,Gassino Torinese,Spiagge - Emilia-Romagna,0.4
132,Gassino Torinese,Divertimento - Veneto,0.4
133,Giaveno,Spiagge - Emilia-Romagna,0.125
134,Giaveno,Spiagge - Veneto,0.125
135,Giaveno,Musei - Veneto,0.125
136,Giaveno,Divertimento - Toscana,0.125
137,Giaveno,Spiagge - Toscana,0.375
138,Giaveno,Divertimento - Veneto,0.125
139,Givoletto,Centri Storici - Emilia-Romagna,0.3333333333333333
140,Givoletto,Spiagge - Toscana,0.3333333333333333
141,Givoletto,Terme - Toscana,0.3333333333333333
142,Grugliasco,Spiagge - Toscana,0.07692307692307693
143,Grugliasco,Spiagge - Emilia-Romagna,0.3076923076923077
144,Grugliasco,Centri Storici - Emilia-Romagna,0.07692307692307693
145,Grugliasco,Parchi - Toscana,0.07692307692307693
146,Grugliasco,Centri Storici - Toscana,0.15384615384615385
147,Grugliasco,Spiagge - Veneto,0.07692307692307693
148,Grugliasco,Divertimento - Veneto,0.15384615384615385
149,Grugliasco,Terme - Toscana,0.07692307692307693
150,Ivrea,Parchi - Veneto,0.023255813953488372
151,Ivrea,Nulla - Emilia-Romagna,0.011627906976744186
152,Ivrea,Spiagge - Emilia-Romagna,0.09302325581395349
153,Ivrea,Centri Storici - Veneto,0.023255813953488372
154,Ivrea,Spiagge - Toscana,0.313953488372093
155,Ivrea,Terme - Toscana,0.023255813953488372
156,Ivrea,Spiagge - Veneto,0.05813953488372093
157,Ivrea,Musei - Toscana,0.023255813953488372
158,Ivrea,Parchi - Toscana,0.011627906976744186
159,Ivrea,Musei - Emilia-Romagna,0.046511627906976744
160,Ivrea,Centri Storici - Toscana,0.12790697674418605
161,Ivrea,Nulla - Veneto,0.023255813953488372
162,Ivrea,Musei - Veneto,0.03488372093023256
163,Ivrea,Enoteche - Toscana,0.05813953488372093
164,Ivrea,Castelli - Emilia-Romagna,0.023255813953488372
165,Ivrea,Centri Storici - Emilia-Romagna,0.06976744186046512
166,Ivrea,Enoteche - Veneto,0.011627906976744186
167,Ivrea,Divertimento - Emilia-Romagna,0.011627906976744186
168,Ivrea,Nulla - Toscana,0.011627906976744186
169,La Loggia,Spiagge - Emilia-Romagna,0.36363636363636365
170,La Loggia,Centri Storici - Toscana,0.18181818181818182
171,La Loggia,Terme - Toscana,0.18181818181818182
172,La Loggia,Spiagge - Toscana,0.18181818181818182
173,La Loggia,Divertimento - Veneto,0.09090909090909091
174,Lanzo Torinese,Terme - Veneto,1.0
175,Leini,Divertimento - Veneto,0.047619047619047616
176,Leini,Spiagge - Emilia-Romagna,0.14285714285714285
177,Leini,Centri Storici - Emilia-Romagna,0.047619047619047616
178,Leini,Spiagge - Toscana,0.2857142857142857
179,Leini,Centri Storici - Veneto,0.09523809523809523
180,Leini,Terme - Toscana,0.047619047619047616
181,Leini,Centri Storici - Toscana,0.23809523809523808
182,Leini,Musei - Emilia-Romagna,0.047619047619047616
183,Leini,Nulla - Toscana,0.047619047619047616
184,Locana,Parchi - Emilia-Romagna,1.0
185,Loranzè,Chiese - Veneto,1.0
186,Luserna San Giovanni,Spiagge - Toscana,1.0
187,Marentino,Centri Storici - Veneto,1.0
188,Mompantero,Spiagge - Emilia-Romagna,1.0
189,Moncalieri,Spiagge - Toscana,0.13839285714285715
190,Moncalieri,Centri Storici - Veneto,0.24107142857142858
191,Moncalieri,Terme - Toscana,0.05357142857142857
192,Moncalieri,Nulla - Emilia-Romagna,0.004464285714285714
193,Moncalieri,Bar - Emilia-Romagna,0.017857142857142856
194,Moncalieri,Centri Storici - Toscana,0.08928571428571429
195,Moncalieri,Enoteche - Toscana,0.10714285714285714
196,Moncalieri,Enoteche - Emilia-Romagna,0.022321428571428572
197,Moncalieri,Centri Storici - Emilia-Romagna,0.09375
198,Moncalieri,Sci e Trekking - Toscana,0.004464285714285714
199,Moncalieri,Parchi - Veneto,0.03125
200,Moncalieri,Spiagge - Emilia-Romagna,0.004464285714285714
201,Moncalieri,Castelli - Emilia-Romagna,0.03125
202,Moncalieri,Musei - Toscana,0.017857142857142856
203,Moncalieri,Spiagge - Veneto,0.026785714285714284
204,Moncalieri,Nulla - Toscana,0.004464285714285714
205,Moncalieri,Sci e Trekking - Veneto,0.044642857142857144
206,Moncalieri,Musei - Veneto,0.026785714285714284
207,Moncalieri,Musei - Emilia-Romagna,0.004464285714285714
208,Moncalieri,Parchi - Emilia-Romagna,0.004464285714285714
209,Moncalieri,Terme - Veneto,0.008928571428571428
210,Moncalieri,Divertimento - Veneto,0.013392857142857142
211,Moncalieri,Divertimento - Emilia-Romagna,0.008928571428571428
212,Montanaro,Spiagge - Veneto,1.0
213,Nichelino,Centri Storici - Emilia-Romagna,0.05555555555555555
214,Nichelino,Spiagge - Emilia-Romagna,0.1111111111111111
215,Nichelino,Spiagge - Toscana,0.5555555555555556
216,Nichelino,Divertimento - Veneto,0.05555555555555555
217,Nichelino,Musei - Toscana,0.05555555555555555
218,Nichelino,Centri Storici - Toscana,0.16666666666666666
219,Nole,Centri Storici - Toscana,0.3333333333333333
220,Nole,Enoteche - Toscana,0.3333333333333333
221,Nole,Spiagge - Toscana,0.3333333333333333
222,None,Spiagge - Emilia-Romagna,0.5
223,None,Spiagge - Toscana,0.5
224,Oglianico,Negozi - Emilia-Romagna,1.0
225,Orbassano,Centri Storici - Toscana,0.14285714285714285
226,Orbassano,Castelli - Emilia-Romagna,0.14285714285714285
227,Orbassano,Spiagge - Emilia-Romagna,0.14285714285714285
228,Orbassano,Centri Storici - Emilia-Romagna,0.42857142857142855
229,Orbassano,Nulla - Veneto,0.14285714285714285
230,Pancalieri,Spiagge - Toscana,1.0
231,Parella,Spiagge - Veneto,1.0
232,Pavone Canavese,Nulla - Veneto,0.5
233,Pavone Canavese,Spiagge - Toscana,0.5
234,Pecetto Torinese,Spiagge - Emilia-Romagna,0.5
235,Pecetto Torinese,Centri Storici - Veneto,0.5
236,Pianezza,Terme - Toscana,0.3333333333333333
237,Pianezza,Spiagge - Toscana,0.3333333333333333
238,Pianezza,Centri Storici - Toscana,0.16666666666666666
239,Pianezza,Spiagge - Emilia-Romagna,0.16666666666666666
240,Pinasca,Spiagge - Emilia-Romagna,0.5
241,Pinasca,Centri Storici - Toscana,0.5
242,Pinerolo,Parchi - Toscana,0.022727272727272728
243,Pinerolo,Terme - Veneto,0.022727272727272728
244,Pinerolo,Parchi - Veneto,0.022727272727272728
245,Pinerolo,Chiese - Toscana,0.045454545454545456
246,Pinerolo,Musei - Emilia-Romagna,0.022727272727272728
247,Pinerolo,Spiagge - Emilia-Romagna,0.13636363636363635
248,Pinerolo,Spiagge - Toscana,0.22727272727272727
249,Pinerolo,Nulla - Toscana,0.022727272727272728
250,Pinerolo,Divertimento - Veneto,0.045454545454545456
251,Pinerolo,Centri Storici - Emilia-Romagna,0.022727272727272728
252,Pinerolo,Musei - Veneto,0.022727272727272728
253,Pinerolo,Centri Storici - Veneto,0.09090909090909091
254,Pinerolo,Spiagge - Veneto,0.09090909090909091
255,Pinerolo,Centri Storici - Toscana,0.09090909090909091
256,Pinerolo,Terme - Toscana,0.11363636363636363
257,Pino Torinese,Spiagge - Toscana,0.14285714285714285
258,Pino Torinese,Parchi - Veneto,0.2857142857142857
259,Pino Torinese,Terme - Toscana,0.14285714285714285
260,Pino Torinese,Centri Storici - Emilia-Romagna,0.14285714285714285
261,Pino Torinese,Sci e Trekking - Veneto,0.14285714285714285
262,Pino Torinese,Centri Storici - Toscana,0.14285714285714285
263,Piossasco,Centri Storici - Toscana,0.09090909090909091
264,Piossasco,Spiagge - Toscana,0.36363636363636365
265,Piossasco,Spiagge - Emilia-Romagna,0.09090909090909091
266,Piossasco,Musei - Emilia-Romagna,0.09090909090909091
267,Piossasco,Nulla - Emilia-Romagna,0.18181818181818182
268,Piossasco,Spiagge - Veneto,0.09090909090909091
269,Piossasco,Bar - Veneto,0.09090909090909091
270,Piscina,Spiagge - Toscana,1.0
271,Poirino,Centri Storici - Toscana,0.6666666666666666
272,Poirino,Enoteche - Toscana,0.3333333333333333
273,Rivalta di Torino,Centri Storici - Toscana,0.43103448275862066
274,Rivalta di Torino,Terme - Veneto,0.034482758620689655
275,Rivalta di Torino,Spiagge - Veneto,0.05172413793103448
276,Rivalta di Torino,Spiagge - Emilia-Romagna,0.034482758620689655
277,Rivalta di Torino,Sci e Trekking - Emilia-Romagna,0.017241379310344827
278,Rivalta di Torino,Castelli - Emilia-Romagna,0.034482758620689655
279,Rivalta di Torino,Centri Storici - Emilia-Romagna,0.13793103448275862
280,Rivalta di Torino,Chiese - Toscana,0.017241379310344827
281,Rivalta di Torino,Spiagge - Toscana,0.1896551724137931
282,Rivalta di Torino,Bar - Emilia-Romagna,0.017241379310344827
283,Rivalta di Torino,Parchi - Emilia-Romagna,0.034482758620689655
284,Riva presso Chieri,Spiagge - Toscana,0.25
285,Riva presso Chieri,Spiagge - Emilia-Romagna,0.125
286,Riva presso Chieri,Nulla - Toscana,0.125
287,Riva presso Chieri,Negozi - Veneto,0.125
288,Riva presso Chieri,Parchi - Veneto,0.125
289,Riva presso Chieri,Enoteche - Toscana,0.25
290,Rivarolo Canavese,Centri Storici - Veneto,0.6
291,Rivarolo Canavese,Spiagge - Toscana,0.2
292,Rivarolo Canavese,Terme - Toscana,0.2
293,Rivoli,Centri Storici - Emilia-Romagna,0.014084507042253521
294,Rivoli,Terme - Emilia-Romagna,0.028169014084507043
295,Rivoli,Nulla - Toscana,0.028169014084507043
296,Rivoli,Castelli - Emilia-Romagna,0.04225352112676056
297,Rivoli,Centri Storici - Veneto,0.1267605633802817
298,Rivoli,Sci e Trekking - Emilia-Romagna,0.014084507042253521
299,Rivoli,Centri Storici - Toscana,0.07042253521126761
300,Rivoli,Divertimento - Veneto,0.014084507042253521
301,Rivoli,Spiagge - Toscana,0.3380281690140845
302,Rivoli,Terme - Veneto,0.028169014084507043
303,Rivoli,Spiagge - Veneto,0.028169014084507043
304,Rivoli,Terme - Toscana,0.028169014084507043
305,Rivoli,Parchi - Veneto,0.028169014084507043
306,Rivoli,Spiagge - Emilia-Romagna,0.07042253521126761
307,Rivoli,Parchi - Toscana,0.014084507042253521
308,Rivoli,Musei - Emilia-Romagna,0.014084507042253521
309,Rivoli,Enoteche - Toscana,0.04225352112676056
310,Rivoli,Nulla - Emilia-Romagna,0.028169014084507043
311,Rivoli,Enoteche - Emilia-Romagna,0.014084507042253521
312,Rivoli,Chiese - Toscana,0.028169014084507043
313,Robassomero,Spiagge - Toscana,0.8333333333333334
314,Robassomero,Centri Storici - Toscana,0.16666666666666666
315,Rondissone,Spiagge - Emilia-Romagna,1.0
316,Rosta,Spiagge - Toscana,0.5
317,Rosta,Centri Storici - Veneto,0.5
318,San Benigno Canavese,Nulla - Toscana,0.3333333333333333
319,San Benigno Canavese,Centri Storici - Emilia-Romagna,0.3333333333333333
320,San Benigno Canavese,Musei - Emilia-Romagna,0.3333333333333333
321,San Carlo Canavese,Centri Storici - Veneto,1.0
322,San Germano Chisone,Spiagge - Veneto,1.0
323,San Giusto Canavese,Terme - Toscana,0.6666666666666666
324,San Giusto Canavese,Spiagge - Toscana,0.3333333333333333
325,San Maurizio Canavese,Centri Storici - Toscana,0.3333333333333333
326,San Maurizio Canavese,Musei - Emilia-Romagna,0.16666666666666666
327,San Maurizio Canavese,Spiagge - Emilia-Romagna,0.16666666666666666
328,San Maurizio Canavese,Sci e Trekking - Emilia-Romagna,0.16666666666666666
329,San Maurizio Canavese,Spiagge - Toscana,0.16666666666666666
330,San Mauro Torinese,Centri Storici - Toscana,0.07692307692307693
331,San Mauro Torinese,Enoteche - Veneto,0.15384615384615385
332,San Mauro Torinese,Spiagge - Emilia-Romagna,0.23076923076923078
333,San Mauro Torinese,Centri Storici - Emilia-Romagna,0.07692307692307693
334,San Mauro Torinese,Spiagge - Toscana,0.46153846153846156
335,San Raffaele Cimena,Centri Storici - Toscana,1.0
336,San Secondo di Pinerolo,Musei - Toscana,1.0
337,Sant'Ambrogio di Torino,Centri Storici - Emilia-Romagna,0.3333333333333333
338,Sant'Ambrogio di Torino,Divertimento - Emilia-Romagna,0.3333333333333333
339,Sant'Ambrogio di Torino,Spiagge - Emilia-Romagna,0.3333333333333333
340,Sant'Antonino di Susa,Centri Storici - Veneto,0.5
341,Sant'Antonino di Susa,Spiagge - Toscana,0.5
342,Santena,Spiagge - Toscana,0.5
343,Santena,Parchi - Veneto,0.16666666666666666
344,Santena,Terme - Toscana,0.3333333333333333
345,Sauze d'Oulx,Spiagge - Emilia-Romagna,0.6666666666666666
346,Sauze d'Oulx,Centri Storici - Emilia-Romagna,0.3333333333333333
347,Sestriere,Spiagge - Emilia-Romagna,0.5
348,Sestriere,Terme - Toscana,0.5
349,Settimo Torinese,Centri Storici - Emilia-Romagna,0.2631578947368421
350,Settimo Torinese,Divertimento - Emilia-Romagna,0.10526315789473684
351,Settimo Torinese,Centri Storici - Veneto,0.42105263157894735
352,Settimo Torinese,Spiagge - Veneto,0.10526315789473684
353,Settimo Torinese,Spiagge - Toscana,0.10526315789473684
354,Strambino,Centri Storici - Veneto,0.3333333333333333
355,Strambino,Centri Storici - Toscana,0.1111111111111111
356,Strambino,Centri Storici - Emilia-Romagna,0.1111111111111111
357,Strambino,Spiagge - Toscana,0.2222222222222222
358,Strambino,Spiagge - Emilia-Romagna,0.1111111111111111
359,Strambino,Terme - Toscana,0.1111111111111111
360,Susa,Terme - Toscana,0.5
361,Susa,Centri Storici - Toscana,0.5
362,Torino,Centri Storici - Emilia-Romagna,0.07372732592159158
363,Torino,Centri Storici - Veneto,0.09771796372147455
364,Torino,Negozi - Toscana,0.0005851375073142189
365,Torino,Castelli - Toscana,0.0017554125219426564
366,Torino,Chiese - Toscana,0.011702750146284377
367,Torino,Spiagge - Emilia-Romagna,0.09479227618490345
368,Torino,Spiagge - Veneto,0.04330017554125219
369,Torino,Musei - Toscana,0.018724400234055003
370,Torino,Spiagge - Toscana,0.211234640140433
371,Torino,Chiese - Veneto,0.0005851375073142189
372,Torino,Musei - Emilia-Romagna,0.022235225277940317
373,Torino,Negozi - Emilia-Romagna,0.002925687536571094
374,Torino,Musei - Veneto,0.005851375073142188
375,Torino,Enoteche - Toscana,0.05090696313633704
376,Torino,Enoteche - Emilia-Romagna,0.014628437682855471
377,Torino,Enoteche - Veneto,0.004095962551199532
378,Torino,Bar - Toscana,0.0005851375073142189
379,Torino,Bar - Emilia-Romagna,0.003510825043885313
380,Torino,Chiese - Emilia-Romagna,0.0011702750146284377
381,Torino,Bar - Veneto,0.0005851375073142189
382,Torino,Centri Storici - Toscana,0.14160327677004095
383,Torino,Terme - Veneto,0.011117612638970159
384,Torino,Castelli - Veneto,0.0011702750146284377
385,Torino,Parchi - Toscana,0.006436512580456407
386,Torino,Parchi - Veneto,0.013458162668227034
387,Torino,Nulla - Toscana,0.024575775307197192
388,Torino,Castelli - Emilia-Romagna,0.02633118782913985
389,Torino,Nulla - Emilia-Romagna,0.017554125219426564
390,Torino,Parchi - Emilia-Romagna,0.0023405500292568754
391,Torino,Divertimento - Emilia-Romagna,0.0023405500292568754
392,Torino,Sci e Trekking - Toscana,0.003510825043885313
393,Torino,Divertimento - Veneto,0.027501462843768285
394,Torino,Sci e Trekking - Veneto,0.009362200117027502
395,Torino,Divertimento - Toscana,0.0017554125219426564
396,Torino,Terme - Emilia-Romagna,0.003510825043885313
397,Torino,Terme - Toscana,0.04330017554125219
398,Torino,Nulla - Veneto,0.0017554125219426564
399,Torino,Sci e Trekking - Emilia-Romagna,0.0017554125219426564
400,Torrazza Piemonte,Centri Storici - Emilia-Romagna,1.0
401,Torre Pellice,Centri Storici - Veneto,0.16666666666666666
402,Torre Pellice,Enoteche - Veneto,0.16666666666666666
403,Torre Pellice,Centri Storici - Emilia-Romagna,0.6666666666666666
404,Trana,Spiagge - Toscana,0.5
405,Trana,Centri Storici - Veneto,0.5
406,Trofarello,Nulla - Toscana,0.13636363636363635
407,Trofarello,Centri Storici - Toscana,0.3181818181818182
408,Trofarello,Musei - Emilia-Romagna,0.045454545454545456
409,Trofarello,Spiagge - Emilia-Romagna,0.09090909090909091
410,Trofarello,Spiagge - Toscana,0.4090909090909091
411,Valperga,Centri Storici - Emilia-Romagna,0.75
412,Valperga,Bar - Emilia-Romagna,0.25
413,Venaria Reale,Nulla - Veneto,0.07692307692307693
414,Venaria Reale,Spiagge - Toscana,0.38461538461538464
415,Venaria Reale,Spiagge - Emilia-Romagna,0.3076923076923077
416,Venaria Reale,Enoteche - Toscana,0.07692307692307693
417,Venaria Reale,Divertimento - Toscana,0.07692307692307693
418,Venaria Reale,Divertimento - Veneto,0.07692307692307693
419,Villafranca Piemonte,Nulla - Toscana,1.0
420,Villarbasse,Centri Storici - Toscana,0.16666666666666666
421,Villarbasse,Nulla - Toscana,0.16666666666666666
422,Villarbasse,Spiagge - Toscana,0.3333333333333333
423,Villarbasse,Spiagge - Veneto,0.16666666666666666
424,Villarbasse,Parchi - Veneto,0.16666666666666666
425,Villar Perosa,Spiagge - Toscana,0.3333333333333333
426,Villar Perosa,Centri Storici - Emilia-Romagna,0.3333333333333333
427,Villar Perosa,Castelli - Emilia-Romagna,0.3333333333333333
428,Villastellone,Spiagge - Toscana,0.36363636363636365
429,Villastellone,Centri Storici - Veneto,0.45454545454545453
430,Villastellone,Musei - Veneto,0.18181818181818182
431,Vinovo,Terme - Veneto,0.2
432,Vinovo,Spiagge - Toscana,0.4
433,Vinovo,Centri Storici - Toscana,0.2
434,Vinovo,Musei - Toscana,0.1
435,Vinovo,Centri Storici - Veneto,0.1
436,Virle Piemonte,Spiagge - Toscana,1.0
437,Vische,Centri Storici - Veneto,1.0
438,Volpiano,Spiagge - Toscana,0.2
439,Volpiano,Enoteche - Toscana,0.2
440,Volpiano,Spiagge - Emilia-Romagna,0.2
441,Volpiano,Divertimento - Toscana,0.2
442,Volpiano,Centri Storici - Veneto,0.2
443,Volvera,Musei - Emilia-Romagna,0.3333333333333333
444,Volvera,Divertimento - Veneto,0.6666666666666666
445,Asigliano Vercellese,Spiagge - Emilia-Romagna,1.0
446,Balocco,Parchi - Emilia-Romagna,1.0
447,Borgosesia,Centri Storici - Veneto,0.17647058823529413
448,Borgosesia,Musei - Toscana,0.058823529411764705
449,Borgosesia,Centri Storici - Emilia-Romagna,0.23529411764705882
450,Borgosesia,Centri Storici - Toscana,0.058823529411764705
451,Borgosesia,Castelli - Emilia-Romagna,0.17647058823529413
452,Borgosesia,Enoteche - Toscana,0.23529411764705882
453,Borgosesia,Terme - Veneto,0.058823529411764705
454,Borgo Vercelli,Centri Storici - Veneto,0.5
455,Borgo Vercelli,Spiagge - Toscana,0.5
456,Crescentino,Spiagge - Emilia-Romagna,0.3333333333333333
457,Crescentino,Centri Storici - Emilia-Romagna,0.6666666666666666
458,Gattinara,Centri Storici - Veneto,0.4
459,Gattinara,Spiagge - Veneto,0.2
460,Gattinara,Spiagge - Emilia-Romagna,0.2
461,Gattinara,Sci e Trekking - Toscana,0.2
462,Livorno Ferraris,Spiagge - Toscana,0.3333333333333333
463,Livorno Ferraris,Centri Storici - Emilia-Romagna,0.4444444444444444
464,Livorno Ferraris,Centri Storici - Toscana,0.1111111111111111
465,Livorno Ferraris,Spiagge - Emilia-Romagna,0.1111111111111111
466,Quarona,Divertimento - Veneto,0.25
467,Quarona,Spiagge - Toscana,0.25
468,Quarona,Spiagge - Veneto,0.25
469,Quarona,Terme - Toscana,0.25
470,Ronsecco,Spiagge - Emilia-Romagna,1.0
471,Saluggia,Centri Storici - Emilia-Romagna,0.5
472,Saluggia,Spiagge - Emilia-Romagna,0.5
473,Santhià,Spiagge - Toscana,1.0
474,Scopello,Spiagge - Toscana,0.6666666666666666
475,Scopello,Chiese - Veneto,0.3333333333333333
476,Serravalle Sesia,Spiagge - Veneto,0.7
477,Serravalle Sesia,Centri Storici - Veneto,0.3
478,Tronzano Vercellese,Spiagge - Toscana,1.0
479,Varallo,Spiagge - Toscana,1.0
480,Vercelli,Enoteche - Toscana,0.040268456375838924
481,Vercelli,Terme - Veneto,0.013422818791946308
482,Vercelli,Centri Storici - Toscana,0.12080536912751678
483,Vercelli,Sci e Trekking - Veneto,0.006711409395973154
484,Vercelli,Musei - Veneto,0.006711409395973154
485,Vercelli,Terme - Toscana,0.013422818791946308
486,Vercelli,Spiagge - Emilia-Romagna,0.1610738255033557
487,Vercelli,Terme - Emilia-Romagna,0.006711409395973154
488,Vercelli,Negozi - Emilia-Romagna,0.006711409395973154
489,Vercelli,Negozi - Veneto,0.006711409395973154
490,Vercelli,Nulla - Veneto,0.013422818791946308
491,Vercelli,Spiagge - Veneto,0.053691275167785234
492,Vercelli,Chiese - Veneto,0.006711409395973154
